adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/jVwvhKpw6a7c7JmHhMykKAn7buQ.jpg,[18],1443576,es,Los domingos,,38.8391,/kwpDm6qtON8pLCSY0C8MltMofEE.jpg,2025-10-17,선데이즈,False,7.273,75
False,/jt2CY2fZeeGAMnc2iQgutBfudS.jpg,"[18, 878, 14]",878608,zh,狂野时代,"어느 미래의 광야시대. 꿈꾸지 않는 자들은 영생할 수 있다는 비밀을 발견한 인류는, 비밀리에 계속 꿈을 꾸면서 역사에 혼동을 가져오고 시간의 오류를 만드는 ‘판타스머’들을 각성시키고자 한다. ‘빅 아더’는 판타스머를 깨우고 시간을 순차적으로 흐르게 만드는 사람들인데, 그중 한 빅 아더는 오랫동안 숨어서 꿈을 꾸는 판타스머를 찾아다닌다. 마침내 판타스머를 맞닥뜨린 빅 아더는, 그에게 마지막으로 꿈을 꿀 수 있는 시간을 허락한다. 그렇게 판타스머는, 100년의 시간을 넘나들면서 네 번의 꿈을 꾼다.",42.5656,/eEviqb35JWvYSvHTtp31GGFCh7p.jpg,2025-11-22,광야시대,False,6.674,43
False,/gre7gyocZSuwd7M51CGlqsJqBmB.jpg,"[53, 80, 28]",1054867,en,One Battle After Another,"자유를 외치는 혁명가 밥 퍼거슨. 16년이 흐른 뒤, 후유증으로 모든 걸 내려놓고 무너진 삶을 살고 있다. 그에게 남은 유일한 희망은 세상 누구보다 소중한 딸 윌라뿐. 자신의 몸도, 딸과의 관계도 엉망진창인 삶을 살아가던 중 과거의 숙적이었던 스티븐 J. 록조가 딸을 납치한다. 딸을 찾기 위해서 옛 동료들의 도움이 절실하지만, 오래된 동료들은 만나기조차 쉽지 않은데…",39.9342,/bCg9iDSXPjVTUs1RyYH8AhmJ11d.jpg,2025-09-23,원 배틀 애프터 어나더,False,7.408,2950
False,/zFpaNGxW0FzRFKBOyCFVeYlCdI9.jpg,"[10749, 35]",1429605,en,F Valentine's Day,,37.5205,/8zPExowfpfZOTpS1W4J7G27lH4H.jpg,2026-02-12,F Valentine's Day,False,6.188,48
False,/988AG01BZZe62P33jemkFIacxF9.jpg,"[53, 9648, 27]",207933,en,Stonehearst Asylum,옥스퍼드 의과대학 졸업생인 에드워드 뉴게이트는 견습의 과정으로 스톤 허스트 정신병원으로 향한다.  이곳에서 뉴게이트는 병원장 램 박사와 치명적인 매력을 지닌 일라이저 그레이브스 부인을 만난다.  그는 자신의 환자인 그레이브스 부인을 향한 금지된 열망을 점차 키워간다.  그러던 중 램 박사 뒤에 숨겨졌던 끔직한 병원의 비밀들이 하나 둘씩 드러나는데…,34.5196,/3wr7Jc0DBDg1bNeqgxhla5MVbA8.jpg,2014-10-23,히든 아이덴티티,False,6.852,1549
False,/atvDTVtj88v2YEjwZ20Jsr0P8nk.jpg,"[18, 53]",1193128,ar,قضية الغرباء,"시리아인 의사와 그녀의 딸이 알레포를 탈출하며, 다섯 명의 낯선 이들을 하나로 묶는 사건의 연쇄가 시작된다. 밀수업자, 군인, 시인, 해안경비대 대장이 맞닥뜨린 위기는 그들의 용기와 선택, 그리고 인간성을 시험한다.",29.5815,/RBIrEveMOIy5Kxg2WzgMnCIhaN.jpg,2025-12-31,더 스트레인저스 케이스,False,6.154,13
False,/538U9snNc2fpnOmYXAPUh3zn31H.jpg,"[28, 53, 12]",575265,en,Mission: Impossible - The Final Reckoning,"디지털상의 모든 정보를 통제할 수 있는 사상 초유의 무기로 인해 전 세계 국가와 조직의 기능이 마비되고, 인류 전체가 위협받는 절체절명의 위기가 찾아온다. 이를 막을 수 있는 건 오직 존재 자체가 기밀인 에단 헌트와 그가 소속된 IMF뿐이다. 무기를 무력화하는 데 반드시 필요한 키를 손에 쥔 에단 헌트. 오랜 동료 루터와 벤지, 그리고 새로운 팀원이 된 그레이스, 파리, 드가와 함께 지금껏 경험했던 그 어떤 상대보다도 강력한 적에 맞서 모두의 운명을 건 불가능한 미션에 뛰어든다.",34.9479,/c5pDU8SW0ZbmO5jHfw7fX6keyyR.jpg,2025-05-17,미션 임파서블: 파이널 레코닝,False,7.186,2597
False,/8QRMlkCMFNKZM2ApnIaut5t4snf.jpg,"[53, 9648, 18]",1389149,hi,अक्यूज़्ड,"런던의 저명한 퀴어 의사가 성추행 혐의로 고발당하자 그녀의 삶은 무너져 내린다. 의혹과 감시의 폭풍 속에 휩싸인 그녀는 결혼 생활이 균열을 보이고 진실은 흐려진다. 그녀의 아내는 세상을 등지고 떠나야 할지, 세상이 등을 돌린 여성을 위해 싸워야 할지 선택해야 한다.",47.0056,/eeP55mdqj4KpWtEPBvZJoxmnkXI.jpg,2026-02-27,피의자,False,5.0,33
False,/eUERZRVjCTNdgnESlQxyaOJ2d4K.jpg,[28],1584215,en,The Internship,"“배신당한 킬러들의 반란, CIA 내부를 격돌하다”  어린 시절부터 비밀 CIA ‘인턴십’으로 혹독한 훈련을 받아온 여성이 이제 그 프로그램이 자신의 삶을 빼앗아간 진짜 이유를 밝히기 위해 나선다. 그녀는 자신처럼 길러진 동료 인턴들을 모아 조직을 무너뜨리려 하고, 점점 더 치명적인 임무 속에서 배신과 살아남기 위한 본능이 충돌하게 된다. CIA는 이를 막기 위해 더욱 강력한 대응에 나서고, 인턴들과 기관 모두가 최후의 결전을 벌이게 되는데…",33.9964,/fYqSOkix4rbDiZW0ACNnvZCpT6X.jpg,2026-01-13,인턴십,False,6.32,50
False,/5arE7ysejlE2byGyakuUrR5TmUt.jpg,"[27, 53, 28]",1205225,en,Gates of Flesh,,41.9277,/tsu0fapttpwweWhx2GvYFtSCFhi.jpg,2025-04-08,Gates of Flesh,False,5.4,27
False,/zNriRTr0kWwyaXPzdg1EIxf0BWk.jpg,"[878, 12, 28]",1234821,en,Jurassic World Rebirth,"지구 최상위 포식자가 된 공룡들이 인간 세상으로 나온 5년 후, 인간과 공룡의 위태로운 공존이 이어지는 가운데 인류를 구할 신약 개발을 위해 육지, 하늘, 바다를 지배하는 가장 거대한 공룡들의 DNA가 필요하게 된다. 불가능한 미션 수행을 위해 조라와 헨리 박사 그리고 던컨은 공룡들을 추적하며 지구상에서 가장 위험한 섬에 도착하고 폐쇄된 쥬라기 공원의 연구소가 감추어 온 충격적인 진실을 마주하게 되는데...",36.569,/ygr4hE8Qpagv8sxZbMw1mtYkcQE.jpg,2025-07-01,쥬라기 월드: 새로운 시작,False,6.309,3050
False,/s94NjfKkcSczZ1FembwmQZwsuwY.jpg,"[878, 12, 28]",617126,en,The Fantastic 4: First Steps,"1960년대, 전 세계적인 관심 속 우주로 떠난 4명의 엘리트 우주비행사 ‘리드 리처드’, ‘수잔 스톰’, ‘조니 스톰’, ‘벤 그림’은 예기치 못한 사고로 우주 방사능에 노출되면서 초인적인 능력을 갖게 된다. 신체를 자유자재로 변형할 수 있게 된 ‘리드 리처드’(미스터 판타스틱)부터 온몸이 투명해지고, 강력한 방어막을 형성하는 ‘수잔 스톰’(인비저블 우먼), 온몸으로 뜨거운 화염을 내뿜으며 비행 능력까지 지닌 ‘조니 스톰’(휴먼 토치), 그리고 바위 같은 엄청난 피지컬과 압도적 파워를 갖춘 ‘벤 그림’(씽)까지 ‘판타스틱4’라는 새로운 슈퍼 히어로 팀이 된 4명의 멤버들. 인생에 완전히 새로운 국면을 맞이하게 되면서 혼란과 갈등에 휩싸인 이들 앞에 행성 파괴자 ‘갤럭투스’의 위협을 전달하는 미스터리한 전령 ‘실버서퍼’가 등장해 지구 파괴를 예고하고 ‘판타스틱 4’는 세상을 구하기 위해 다 함께 힘을 모으게 되는데…",30.0942,/sHgIQvDlk5188wo9jM8IKFeyJUd.jpg,2025-07-23,판타스틱 4: 새로운 출발,False,7.0,3032
False,/hO2jx1H3XafR7Y8QbFgVH1sHTY9.jpg,"[27, 53, 35]",1198994,en,Send Help,"직장에서 인정받지 못해 괴로워하는 린다는 죽일 만큼 미운 상사 브래들리와 출장 도중 비행기 추락 사고로 인해 무인도에 단둘이 고립된다. 와이파이도, 인사팀도, 직급도 없는 야생의 섬에서 이들의 권력관계는 완전히 뒤집히게 되는데…!",36.2521,/c4df7ExGyVUWAWOwNB5jy4EFHsx.jpg,2026-01-22,직장상사 길들이기,False,7.05,341
False,/8XeUEIXiZiRNqz0EcKC65vje8Th.jpg,"[878, 27, 35]",1159831,en,The Bride!,"1930년대 미국, 죽음에서 깨어난 ‘브라이드’와 그녀를 사랑하게 된 ‘프랑켄슈타인’. 어느 날, 끔찍한 사건을 저지르고 위험천만한 도주를 시작한다. 세상의 모든 규범을 깨부순 ‘브라이드’와 ‘프랑켄슈타인’의 파격적인 행보는 미국 전역을 뒤흔들고 그들의 운명은 걷잡을 수 없는 방향으로 치닫는데…",38.5798,/ftIYdV8IEE4n8odMv7FLam9VDVy.jpg,2026-03-04,브라이드!,False,10.0,1
False,/v9Ph99EwFXGiQrZxmBlCU9xERST.jpg,"[10751, 35, 16, 12]",301528,en,Toy Story 4,"앤디와 작별한 우디는 새로운 주인 보니와의 생활에 적응 중이다. 보니는 처음 간 유치원에서 불안한 마음을 달래고자 포크를 가지고 새 장난감 포키를 만든다. 쓰레기에서 장난감으로 거듭난 포키는 자꾸 쓰레기통으로 도망치려 하지만 우디는 보니를 위해 포키를 돌봐주기로 한다. 어느 날 가족여행으로 함께 떠난 놀이공원에서 포키가 납치되고, 포키를 구하기 위한 모험을 하던 중 우디는 우연히 오래 전 헤어진 친구 보핍을 만난다. 우디는 주인 없이 자유로운 삶을 살고 있는 보핍을 보며 마음이 흔들리기 시작하는데...",38.5356,/9P8IX4UyH3QFLL4MV6GZyuOB7Ue.jpg,2019-06-19,토이 스토리 4,False,7.5,10373
False,/nAxGnGHOsfzufThz20zgmRwKur3.jpg,"[27, 28, 53]",1233413,en,Sinners,"1932년, 시카고 갱단의 생활을 정리하고 고향 미시시피로 돌아온 쌍둥이 형제 스모크와 스택은 큰돈을 벌기 위해 술집 주크 조인트를 운영하기로 한다. 화려한 오프닝 파티가 열리는 밤, 천부적인 재능을 지닌 새미의 노래로 파티의 열기는 점점 뜨거워지고 초대하지 않은 불청객 일행이 찾아오는데…",41.0646,/qEipksU5SzHxbeZbE0cZQzEt6bD.jpg,2025-04-16,씨너스: 죄인들,False,7.491,3820
False,/hpXBJxLD2SEf8l2CspmSeiHrBKX.jpg,"[18, 14, 27]",1062722,en,Frankenstein,과학자 빅터 프랑켄슈타인과 그의 손에서 탄생한 괴물이 펼치는 이야기. 고전이 된 메리 셸리의 소설을 오스카 수상 감독 기예르모 델토로가 영화화했다.,33.9267,/vSMWJkBTEfa7kFxHizSz4uJNVlf.jpg,2025-10-17,프랑켄슈타인,False,7.665,3026
False,/lAtuFCx6cYkNBmTMSNnLE0qlCLx.jpg,"[28, 80, 10749]",1271895,zh,96分鐘,타이베이에서 가오슝까지 단 96분 만에 도달하는 고속열차. 그 열차에 전직 폭탄 처리반 장교 캉런과 그의 약혼녀가 타고 있다. 그들은 3년 전의 대형 쇼핑몰 폭발 사고 피해자 추도식에 참석한 뒤 돌아가는 중이다. 그 사건에서 모두를 구하지 못했다는 죄책감에 캉런은 일을 그만두었고 복귀하라는 상관의 요청도 거절해 왔다. 하지만 그들이 탄 열차에 폭탄이 설치되어 있다는 경고를 접하고 멈출 수 없는 속도로 질주하는 열차에서 그는 다시 폭탄과 맞서야 하는 상황에 마주한다.,32.903,/5HefFZDvzHAR4qWEMExLfyM0qLs.jpg,2025-09-05,96분,False,5.869,65
False,/gLXibzLQ4qegvjdqDC0f8yTij2P.jpg,"[9648, 53, 28]",1310568,en,Murder at the Embassy,,32.8324,/3DBmBItPdy0A2ol59jgHhS54Lua.jpg,2025-11-14,Murder at the Embassy,False,5.8,37
False,/thgemkoLauZxcqe6KX8wxqEc70z.jpg,"[53, 18]",1428862,es,Cortafuego,"가족이 이사 준비를 하던 중, 어린 소녀 리데가 숲속에서 흔적도 없이 사라진다. 바로 그때 숲에서 번지기 시작한 불길. 엄마는 화염이 덮치기 전에 딸을 찾기 위해 시간과의 사투를 벌인다.",29.9622,/ritfUhDs0L5t9tt1raLsPB3OYiI.jpg,2026-02-19,파이어브레이크,False,6.233,58
False,/yCatt8lmp3oRFEcOZF8KHhsiASQ.jpg,"[28, 10752]",1223601,fi,Sisu 2,"제2차 세계대전이 끝난 직후, 전설적인 핀란드 저격수였던 Aatami Korpi는 고향 집으로 돌아오지만, 가족이 전쟁 중 적군에게 잔인하게 살해된 후다. 그는 집을 해체해 트럭에 싣고 가족을 기리기 위한 새로운 장소에 재건하기로 결심한다. 그런데 가족을 처참히 죽인 소련 붉은 군대 지휘관 Igor Draganov이 그의 뒤를 추적하며, 두 사람 사이에 정면대결과 전국을 가로지르는 추격전이 벌어진다.",33.6447,/dONN7cHf2MF1nEZX2THgi89otcj.jpg,2025-10-21,시수: 복수의 길,False,7.349,574
False,/1Xdsq7U7bvJJd2X7Jg4qNaKVkYO.jpg,"[28, 53, 80, 18]",1426964,pt,Salve Geral: Irmandade,전례 없는 폭력 사태로 혼란에 빠진 상파울루. 암흑가와 연결된 변호사가 납치된 조카를 구하기 위해 경찰과 거래를 시도한다.,30.908,/y9HaUSRRvpg1y6cxGsno6ohoAOV.jpg,2026-02-10,브라더후드: 총공세,False,5.394,52
False,/gQimJqYMKCkwHIo8wwYKhmnCfBr.jpg,"[28, 80, 53]",1242501,en,Icefall,"극한의 추위가 몰아치는 북미 오지. 젊은 야생동물 관리인이 베테랑 밀렵꾼을 체포하며 사건이 시작된다. 밀렵꾼은 우연히 얼어붙은 호수 아래 추락한 비행기와 수백만 달러의 현금이 있다는 엄청난 비밀을 털어놓는다.  현금의 소문은 순식간에 퍼지고, 부패한 경찰부터 무자비한 범죄자들까지 현장으로 몰려든다. 눈앞의 돈을 차지하려는 인간들의 욕망은 극에 달하고, 추락 지점인 위험천만한 얼음 호수는 삽시간에 아비규환으로 변한다.  언제 깨질지 모르는 살얼음판 위에서, 살아남기 위해 한 팀이 된 관리인과 밀렵꾼은 현금과 목숨을 건 최후의 생존 게임을 시작한다. 과연 그들은 서로를 믿고 이 얼음 지옥에서 탈출할 수 있을까?",32.8647,/5jqga2F2nkBHWM4Ip5qha8gANpJ.jpg,2025-10-16,아이스폴,False,6.43,135
False,/tSPT36ZKlP2WVHJLM4cQPLSzv3b.jpg,"[18, 80]",238,en,The Godfather,"시실리에서 이민온 뒤, 정치권까지 영향력을 미치는 거물로 자리잡은 돈 꼴레오네는 갖가지 고민을 호소하는 사람들의 문제를 해결해주며 대부라 불리운다. 한편 솔로소라는 인물은 꼴레오네가와 라이벌인 탓타리아 패밀리와 손잡고 새로운 마약 사업을 제안한다. 돈 꼴레오네가 마약 사업에 참여하지 않기로 하자, 돈 꼴레오네를 저격해 그는 중상을 입고 사경을 헤매게 된다. 그 뒤, 돈 꼴레오네의 아들 소니는 조직력을 총 동원해 다른 패밀리들과 피를 부르는 전쟁을 시작하는데... 가족의 사업과 상관없이 대학에 진학한 뒤 인텔리로 지내왔던 막내 아들 마이클은 아버지가 총격을 당한 뒤, 아버지를 구하기 위해 위험천만한 협상 자리에 나선다.",34.3582,/1yvBkSv4ZLS1GohlmMDmdpSgfYo.jpg,1972-03-14,대부,False,8.687,22529
False,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,"[18, 10749, 53]",1010581,es,Culpa mía,노아는 남자 친구와 친구들이 있는 동네를 뒤로하고 엄마의 새 부자 남편 저택으로 이사를 가게 된다. 의붓오빠 닉과는 첫 만남부터 삐걱댔지만 곧 서로에게 이끌려 금지된 관계를 맺는다. 반항심과 고뇌로 가득 찬 그들의 인생은 송두리째 흔들리고 둘은 결국 뜨거운 사랑에 빠진다.,33.9197,/duT8Vks5FXwDkpxoR84xb2a6VB6.jpg,2023-06-08,나의 잘못,False,7.757,4006
False,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,"[18, 80]",278,en,The Shawshank Redemption,"촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데...",38.2504,/qV9BQZdiM8foEzDz0Ag5hGWE5qM.jpg,1994-09-23,쇼생크 탈출,False,8.7,29835
False,/xnHVX37XZEp33hhCbYlQFq7ux1J.jpg,"[18, 10749]",597,en,Titanic,"""내 인생의 가장 큰 행운은 당신을 만난 거야"" 우연한 기회로 티켓을 구해 타이타닉호에 올라탄 자유로운 영혼을 가진 화가 ‘잭’(레오나르도 디카프리오)은 막강한 재력의 약혼자와 함께 1등실에 승선한 ‘로즈’(케이트 윈슬렛)에게 한눈에 반한다. 진실한 사랑을 꿈꾸던 ‘로즈’ 또한 생애 처음 황홀한 감정에 휩싸이고, 둘은 운명 같은 사랑에 빠지는데… 가장 차가운 곳에서 피어난 뜨거운 사랑! 영원히 가라앉지 않는 세기의 사랑이 펼쳐진다!",30.791,/132KjhVrWUqKFVfMAKKNkherytA.jpg,1997-12-18,타이타닉,False,7.903,26845
False,/be5SIsRGMckO8tU9lrLcIik70Dy.jpg,"[27, 14, 10749]",1246049,fr,Dracula,"거장 뤽 베송이 선사하는 전설의 화려한 부활, 그 태초의 이야기. 15세기, 신을 위해 칼을 들고 전장을 누비던 왕자 '블라드'. 하지만 신은 그의 헌신에 대한 대가로 가장 사랑하는 여인을 죽음으로 몰아넣는다. 찢어질 듯한 슬픔과 배신감에 사로잡힌 그는 십자가를 부수고 신을 저주하며, 영원히 죽지 못하는 어둠의 길을 선택한다. 피를 마시며 영겁의 시간을 견뎌온 괴물, 드라큘라. 세기를 넘어 다시금 그에게 운명처럼 찾아온 사랑의 흔적은 그를 광기와 열망의 소용돌이로 몰아넣는다. ""내 사랑을 앗아간 신에게 복수하고, 영원 속에서 당신을 다시 찾으리라."" 칸 영화제 남우주연상 수상자 케일럽 랜드리 존스와 크리스토프 왈츠의 압도적인 연기, 그리고 뤽 베송 감독 특유의 미학적인 비주얼이 만나 탄생한 고딕 판타지. 공포를 넘어선 비극적이고도 아름다운 핏빛 서사시가 당신의 심장을 조여온다. 괴물이 될 수밖에 없었던 한 남자의 처절한 사랑, 그 거대한 비극의 막이 오른다.",31.1197,/hCKkybW6EfSZoOW3xia9ZsQwaUd.jpg,2025-07-30,드라큘라: 어 러브 테일,False,7.123,898
False,/n36zycrAqHn2uzx65IeAdnsZcMj.jpg,"[35, 18]",1159206,en,Father Mother Sister Brother,"미국 북동부, 아일랜드 더블린, 프랑스 파리. 거리만큼 관계도 멀어진 세 가족의 오랜만의 만남을 섬세하고 우아하게 담은 작품.",30.3569,/jid3LHJM91QdHrYFtghsJDLg2HM.jpg,2025-12-01,파더 마더 시스터 브라더,False,6.6,160
False,/4w6nQYAY0eb7B0VVRDXilXcgAUV.jpg,"[80, 27, 9648]",4232,en,Scream,"작은 소도시 우즈버러에 사는 케이시에게 이상한 남자로부터 전화가 걸려온다. 비디오를 보려는 케이시에게 그 남자는 케이시의 남자 친구인 스티브의 목숨을 걸고 게임을 하자고 한다. 케이시가 문제를 맞추면 살고, 틀리면 남자친구가 죽는다. 문제는 '13일의 금요일'에 나오는 살인마의 이름을 맞추는 것. 케이시는 문제를 풀지 못하고, 스티브는 처참하게 죽임을 당한다. 이튿날, 혼자 집에 있는 시드니에게도 이상한 전화가 걸려온다. 시드니는 케이시와는 달리 힘들게 괴전화의 마수에서 빠져 나온다. 그러나 시드니의 남자 친구 빌리가 살인 용의자로 체포되는데, 조사 후 무혐의로 풀려난다.",33.7602,/fvprcRjlvrgok1rvOJN4NY8Uqba.jpg,1996-12-20,스크림,False,7.4,7731
